degree,specialization,academic_score,marks_10th,marks_12th,skills,core_subjects,projects,internships,experience_years,role
BA,Mechanical Engineering,7.67,83.6,88.3,"Manufacturing, SolidWorks, MATLAB","Ansys:C,Thermodynamics:A,Fluid Mechanics:B","Portfolio Website: HTML, CSS, JavaScript, Tailwind; E-commerce API: Node.js, Express, MongoDB",Frontend Developer:2 months; Backend Developer:4 months,0,Mechanical Engineer
BA,Information Technology,8.91,83.5,71.2,"AWS, SQL, Linux","Database Management Systems:C,Computer Networks:B+,Web Technologies:B,Cloud Computing:C","Task Management App: React, Redux, Firebase",Software Developer:5 months; Software Developer:4 months,3,Teaching Professional
B.Tech,Data Science,7.64,72.3,93.6,"Power BI, Python, SQL, R","Data Mining:A-,Linear Algebra:A,Statistics:B+,Machine Learning:C","DevOps Pipeline: Jenkins, Docker, Kubernetes; E-commerce API: Node.js, Express, MongoDB",Backend Developer:5 months,10,Full Stack Developer
MCA,Artificial Intelligence,7.68,85.7,79.5,"Data Analysis, TensorFlow, Python","Deep Learning:A,Machine Learning:B+,Linear Algebra:B","Stock Price Predictor: Python, TensorFlow, LSTM; Customer Segmentation: Python, Scikit-learn, K-means",,3,Data Analyst
MBA,Marketing,8.65,94.1,97.7,"Google Analytics, Content Strategy, SEO, Social Media","Brand Management:C,Digital Marketing:C,Market Research:C,Consumer Behavior:B+","DevOps Pipeline: Jenkins, Docker, Kubernetes",,4,Marketing Specialist
B.Tech,Information Technology,7.21,93.5,84.4,"Linux, AWS, Network Administration, SQL","Cloud Computing:A,Cyber Security:B,Database Management Systems:C","Customer Segmentation: Python, Scikit-learn, K-means; NLP Chatbot: Python, NLTK, Flask",Data Analyst:6 months; Data Analyst:1 months,0,Machine Learning Engineer
M.Tech,Artificial Intelligence,9.21,72.2,95.4,"TensorFlow, Python, Data Analysis, PyTorch","Linear Algebra:A-,Neural Networks:C,Machine Learning:A-,Deep Learning:A-,Statistics:B","E-commerce API: Node.js, Express, MongoDB; Task Management App: React, Redux, Firebase",,9,Full Stack Developer
M.Sc,Artificial Intelligence,7.15,94.6,96.3,"PyTorch, Data Analysis, Python","Linear Algebra:C,Machine Learning:A,Deep Learning:B,Neural Networks:B,Statistics:B","E-commerce API: Node.js, Express, MongoDB; Portfolio Website: HTML, CSS, JavaScript, Tailwind",Backend Developer:5 months,6,HR Manager
MCA,Information Technology,8.09,71.5,71.3,"AWS, Network Administration, SQL","Cyber Security:A-,Cloud Computing:B,Web Technologies:A","Portfolio Website: HTML, CSS, JavaScript, Tailwind; DevOps Pipeline: Jenkins, Docker, Kubernetes",Frontend Developer:3 months; Backend Developer:2 months,1,Software Engineer
MBA,Finance,7.14,79.7,82.7,"Tally, Excel, Financial Modeling","Accounting:B+,Corporate Finance:A,Financial Management:A","Portfolio Optimization: Python, Excel, Statistics",Tax Consultant:2 months; Audit Assistant:4 months,1,Financial Analyst
B.Sc,Marketing,8.83,91.8,97.3,"Social Media, Content Strategy, SEO","Consumer Behavior:A-,Digital Marketing:B+,Brand Management:A,Market Research:C","Portfolio Website: HTML, CSS, JavaScript, Tailwind",Backend Developer:1 months,4,Economist
B.Tech,Civil Engineering,8.33,73.7,97.1,"Estimation, Project Management, Site Supervision","Geotechnical Engineering:B,AutoCAD:A,STAAD Pro:A+,Structural Analysis:C,Construction Management:A-","Bridge Design: AutoCAD, Structural Analysis; Residential Complex Planning: Revit, Cost Estimation",,0,Structural Engineer
BCA,Artificial Intelligence,7.87,94.2,80.3,"TensorFlow, Data Analysis, Python","NLP:A,Statistics:B,Deep Learning:C,Neural Networks:C","E-commerce API: Node.js, Express, MongoDB; Portfolio Website: HTML, CSS, JavaScript, Tailwind",DevOps Engineer:5 months,8,Frontend Developer
MCA,Data Science,7.56,92.5,71.4,"Power BI, SQL, Python, Tableau, R","Data Mining:B,Machine Learning:A,Big Data Analytics:B+,Linear Algebra:C","Portfolio Website: HTML, CSS, JavaScript, Tailwind; DevOps Pipeline: Jenkins, Docker, Kubernetes",DevOps Engineer:2 months,8,Software Engineer
MCA,Computer Science,9.15,70.1,84.8,"Git, System Design, Java, Python, C++","Compiler Design:A,Operating Systems:B+,DBMS:A,Web Development:A-","Portfolio Website: HTML, CSS, JavaScript, Tailwind",Frontend Developer:4 months; DevOps Engineer:4 months,5,Software Engineer
BA,Computer Science,9.62,84.1,78.6,"System Design, Git, Python","Operating Systems:C,DBMS:B,Data Structures and Algorithms:B+","E-commerce API: Node.js, Express, MongoDB; DevOps Pipeline: Jenkins, Docker, Kubernetes",,8,Mechanical Engineer
B.Tech,Computer Science,7.15,91.4,89.5,"Git, System Design, C++, Python, Java","Web Development:B,Operating Systems:B+,Computer Networks:A-,Compiler Design:A","Stock Price Predictor: Python, TensorFlow, LSTM",,6,Machine Learning Engineer
MA,Marketing,7.04,95.2,96.8,"Social Media, SEO, Content Strategy","Digital Marketing:B,Market Research:B,Marketing Management:B,Brand Management:B,Consumer Behavior:B","Task Management App: React, Redux, Firebase",,7,UX Designer
BA,Economics,9.11,80.4,87.5,"Data Analysis, Economic Research, Stata","Macroeconomics:A-,Public Finance:B+,Statistics:A-","DevOps Pipeline: Jenkins, Docker, Kubernetes",DevOps Engineer:1 months; Software Developer:4 months,8,Research Analyst
BCA,Artificial Intelligence,7.5,86.7,88.2,"PyTorch, Data Analysis, TensorFlow","NLP:A-,Statistics:B+,Neural Networks:B,Deep Learning:B,Linear Algebra:A","Task Management App: React, Redux, Firebase",,4,Backend Developer
M.Sc,Human Resources,7.54,89.2,94.6,"Communication, Employee Relations, Recruiting","Labor Laws:B+,Performance Management:B+,HR Management:A-,Training and Development:A","Brand Revitalization: Marketing, Social Media; Market Entry Strategy: Research, Strategy",,3,Business Analyst
MCA,Artificial Intelligence,9.72,83.4,85.6,"Data Analysis, PyTorch, Python","Deep Learning:A,Neural Networks:C,Machine Learning:A-,Statistics:A,Linear Algebra:B+","Customer Segmentation: Python, Scikit-learn, K-means",,6,Data Analyst
B.Tech,Data Science,9.61,71.8,87.4,"Power BI, SQL, Python","Machine Learning:C,Statistics:A,Data Mining:C,Linear Algebra:A","E-commerce API: Node.js, Express, MongoDB",Backend Developer:6 months,8,DevOps Engineer
M.Tech,Data Science,7.67,94.2,79.7,"Tableau, Power BI, R","Machine Learning:B,Big Data Analytics:A,Data Mining:B+","Task Management App: React, Redux, Firebase; E-commerce API: Node.js, Express, MongoDB",Software Developer:5 months; Backend Developer:5 months,5,Software Engineer
M.Com,Finance,9.24,76.9,81.9,"Financial Modeling, Tally, GST","Accounting:B,Risk Management:B+,Financial Management:A+","GST Compliance Tool: Tally, SQL; Risk Analysis Report: Financial Modeling, Valuation",,10,Accountant
MBA,Marketing,9.67,73.6,80.6,"SEO, Google Analytics, Social Media","Marketing Management:A+,Consumer Behavior:A,Brand Management:B,Market Research:B","Portfolio Website: HTML, CSS, JavaScript, Tailwind; Task Management App: React, Redux, Firebase",DevOps Engineer:1 months,4,Marketing Specialist
BA,Computer Science,8.04,79.6,97.8,"Python, Java, C++","DBMS:B,Computer Networks:C,Web Development:B+","Task Management App: React, Redux, Firebase",Software Developer:3 months,3,Research Analyst
B.Com,Finance,9.53,80.2,81.6,"GST, Excel, Financial Modeling, Tally","Corporate Finance:A,Risk Management:A,Accounting:B+,Investment Analysis:B+","GST Compliance Tool: Tally, SQL",,10,Accountant
M.Tech,Data Science,7.47,87.8,96.2,"Tableau, R, Power BI","Machine Learning:A,Statistics:B+,Data Mining:A","Disease Detection: Deep Learning, PyTorch, CNN; Customer Segmentation: Python, Scikit-learn, K-means",Machine Learning Engineer:6 months,8,AI Engineer
BA,Computer Science,7.44,81.5,82.4,"System Design, Git, C++, Java, Python","Web Development:A,Compiler Design:B,Operating Systems:B","DevOps Pipeline: Jenkins, Docker, Kubernetes; E-commerce API: Node.js, Express, MongoDB",Frontend Developer:2 months; Backend Developer:2 months,6,UX Designer
BCA,Computer Science,8.68,83.8,74.9,"Git, System Design, Python, Java, C++","Operating Systems:B,Data Structures and Algorithms:B+,Compiler Design:C,Computer Networks:A","Stock Price Predictor: Python, TensorFlow, LSTM; NLP Chatbot: Python, NLTK, Flask",Data Analyst:2 months,8,Machine Learning Engineer
MCA,Artificial Intelligence,9.33,80.5,81.8,"TensorFlow, Python, Data Analysis","NLP:A-,Machine Learning:C,Linear Algebra:A,Statistics:B,Deep Learning:B","Task Management App: React, Redux, Firebase",Backend Developer:4 months,2,Software Engineer
B.Sc,Computer Science,7.55,90.0,97.1,"System Design, Python, C++, Java","DBMS:A-,Web Development:B,Operating Systems:A","DevOps Pipeline: Jenkins, Docker, Kubernetes",DevOps Engineer:2 months,1,HR Manager
MA,Finance,7.34,97.3,91.2,"GST, Tally, Excel","Risk Management:B+,Corporate Finance:A-,Accounting:A","DevOps Pipeline: Jenkins, Docker, Kubernetes; E-commerce API: Node.js, Express, MongoDB",Frontend Developer:6 months; Frontend Developer:1 months,0,Research Analyst
M.Tech,Civil Engineering,7.04,90.9,76.3,"Project Management, Site Supervision, Estimation","Construction Management:A,AutoCAD:A,Geotechnical Engineering:B","Residential Complex Planning: Revit, Cost Estimation",Quantity Surveyor:3 months,1,Civil Engineer
MA,Computer Science,9.67,74.4,97.0,"C++, Java, Python","Compiler Design:A-,DBMS:B,Web Development:B","DevOps Pipeline: Jenkins, Docker, Kubernetes; Portfolio Website: HTML, CSS, JavaScript, Tailwind",Software Developer:6 months,3,Economist
MA,Finance,8.36,83.5,88.6,"Excel, GST, Tally","Corporate Finance:A-,Financial Management:A,Accounting:B+","E-commerce API: Node.js, Express, MongoDB",DevOps Engineer:1 months; Frontend Developer:2 months,6,UX Designer
M.Tech,Civil Engineering,8.37,84.5,92.9,"Project Management, Estimation, Site Supervision","Geotechnical Engineering:C,Structural Analysis:B+,Construction Management:A-,AutoCAD:A-,STAAD Pro:A","Smart City Drainage: STAAD Pro, Surveying; Residential Complex Planning: Revit, Cost Estimation",,0,Structural Engineer
M.Sc,Computer Science,7.98,88.7,77.2,"System Design, C++, Python, Git","DBMS:B,Compiler Design:A-,Data Structures and Algorithms:B+,Computer Networks:A,Operating Systems:B","Market Entry Strategy: Research, Strategy; Brand Revitalization: Marketing, Social Media",Business Analyst:3 months; Business Analyst:2 months,0,Product Manager
B.Com,Finance,8.81,85.8,91.3,"Financial Modeling, Tally, Excel, GST","Investment Analysis:A,Accounting:A,Corporate Finance:A-,Financial Management:A,Risk Management:B","GST Compliance Tool: Tally, SQL",Financial Analyst:1 months; Audit Assistant:6 months,1,Accountant
B.Sc,Marketing,7.95,97.1,94.2,"SEO, Content Strategy, Google Analytics","Digital Marketing:A,Consumer Behavior:A,Brand Management:C,Marketing Management:B,Market Research:A","DevOps Pipeline: Jenkins, Docker, Kubernetes; E-commerce API: Node.js, Express, MongoDB",Software Developer:2 months,1,HR Manager
M.Tech,Computer Science,7.9,85.1,94.8,"C++, Git, Java, Python, System Design","Computer Networks:C,Operating Systems:A-,Web Development:B+","DevOps Pipeline: Jenkins, Docker, Kubernetes",DevOps Engineer:3 months,9,DevOps Engineer
M.Sc,Economics,9.19,84.4,97.8,"Economic Research, Data Analysis, Stata","Econometrics:A,Public Finance:B+,Macroeconomics:A-,Statistics:B,Microeconomics:A","Portfolio Website: HTML, CSS, JavaScript, Tailwind",Backend Developer:6 months,5,UX Designer
BA,Economics,8.5,86.3,86.2,"Stata, Economic Research, Data Analysis","Statistics:B,Microeconomics:B,Public Finance:A-,Macroeconomics:C","Agile Product Launch: Jira, Scrum",Product Management:5 months,1,Business Analyst
B.Tech,Information Technology,8.41,96.3,91.0,"SQL, Linux, AWS, Network Administration","Cloud Computing:A-,Web Technologies:A,Cyber Security:A","NLP Chatbot: Python, NLTK, Flask",,9,Data Analyst
B.Com,Finance,9.36,81.9,92.7,"Financial Modeling, Excel, GST, Tally","Financial Management:A,Investment Analysis:A,Accounting:B,Risk Management:C","GST Compliance Tool: Tally, SQL; Portfolio Optimization: Python, Excel, Statistics",Financial Analyst:5 months,3,Financial Analyst
Diploma,Civil Engineering,7.26,88.1,72.5,"Project Management, Site Supervision, Estimation","Geotechnical Engineering:C,AutoCAD:A+,STAAD Pro:A-,Construction Management:C","Residential Complex Planning: Revit, Cost Estimation",Site Engineer:1 months,10,Civil Engineer
BCA,Information Technology,7.45,82.2,71.8,"Linux, Network Administration, AWS, SQL","Database Management Systems:A,Cloud Computing:A-,Web Technologies:B,Computer Networks:B","Disease Detection: Deep Learning, PyTorch, CNN; Customer Segmentation: Python, Scikit-learn, K-means",,10,Data Analyst
BA,Marketing,7.94,86.7,97.6,"Social Media, SEO, Content Strategy, Google Analytics","Digital Marketing:B+,Marketing Management:A+,Market Research:C,Consumer Behavior:B,Brand Management:A","E-commerce API: Node.js, Express, MongoDB; Portfolio Website: HTML, CSS, JavaScript, Tailwind",Software Developer:4 months,0,Marketing Specialist
BCA,Data Science,7.53,85.2,82.1,"Python, Tableau, R","Linear Algebra:B+,Statistics:A,Big Data Analytics:A-","Stock Price Predictor: Python, TensorFlow, LSTM; NLP Chatbot: Python, NLTK, Flask",,10,Data Analyst
B.Tech,Computer Science,7.69,97.1,86.4,"Git, C++, Python, Java","Compiler Design:C,DBMS:B,Web Development:B+","Portfolio Website: HTML, CSS, JavaScript, Tailwind",Software Developer:5 months,1,DevOps Engineer
MA,Data Science,7.44,72.0,91.0,"SQL, Tableau, R","Linear Algebra:C,Statistics:A-,Machine Learning:B+","Task Management App: React, Redux, Firebase; E-commerce API: Node.js, Express, MongoDB",Frontend Developer:1 months; Software Developer:5 months,0,Teaching Professional
B.Com,Finance,8.79,82.6,96.4,"Excel, Financial Modeling, GST, Tally","Corporate Finance:C,Financial Management:A+,Accounting:B+,Investment Analysis:B","Portfolio Optimization: Python, Excel, Statistics",,2,Financial Analyst
M.Tech,Artificial Intelligence,7.92,79.5,82.8,"PyTorch, Python, TensorFlow, Data Analysis","Deep Learning:C,Neural Networks:A,Linear Algebra:A,Machine Learning:B+,NLP:A","Task Management App: React, Redux, Firebase; Portfolio Website: HTML, CSS, JavaScript, Tailwind",,9,Software Engineer
Diploma,Civil Engineering,9.08,78.0,70.9,"Estimation, Site Supervision, Project Management","Geotechnical Engineering:B,Structural Analysis:A,Construction Management:A-,STAAD Pro:A+","Residential Complex Planning: Revit, Cost Estimation",,6,Structural Engineer
MCA,Artificial Intelligence,7.19,74.7,83.7,"Python, Data Analysis, PyTorch, TensorFlow","Neural Networks:A-,Deep Learning:B,NLP:B,Linear Algebra:B","DevOps Pipeline: Jenkins, Docker, Kubernetes",DevOps Engineer:6 months,7,Full Stack Developer
B.Tech,Information Technology,9.18,74.9,79.4,"AWS, SQL, Network Administration, Linux","Web Technologies:C,Cloud Computing:A,Cyber Security:A,Database Management Systems:C,Computer Networks:B+","E-commerce API: Node.js, Express, MongoDB",,7,DevOps Engineer
BA,Economics,8.47,74.3,82.6,"Economic Research, Data Analysis, Stata","Statistics:A-,Macroeconomics:B,Microeconomics:B,Econometrics:B+","DevOps Pipeline: Jenkins, Docker, Kubernetes; Portfolio Website: HTML, CSS, JavaScript, Tailwind",,1,Mechanical Engineer
B.Tech,Computer Science,9.05,79.4,86.6,"Java, System Design, Git","Data Structures and Algorithms:B+,Web Development:A+,Operating Systems:A,Compiler Design:C,Computer Networks:C","Task Management App: React, Redux, Firebase",DevOps Engineer:6 months; Software Developer:5 months,4,Full Stack Developer
B.Com,Finance,8.28,86.1,85.8,"Financial Modeling, Excel, GST, Tally","Accounting:A,Corporate Finance:B,Investment Analysis:B+","Risk Analysis Report: Financial Modeling, Valuation; Portfolio Optimization: Python, Excel, Statistics",,3,Accountant
MA,Data Science,8.11,91.8,80.3,"Tableau, SQL, R, Power BI","Big Data Analytics:B+,Data Mining:B+,Statistics:A-,Linear Algebra:A","Portfolio Website: HTML, CSS, JavaScript, Tailwind",Frontend Developer:3 months; Backend Developer:5 months,0,Research Analyst
BCA,Artificial Intelligence,8.2,95.5,91.6,"TensorFlow, Data Analysis, Python","Deep Learning:A,Statistics:A-,Linear Algebra:A,NLP:B","Customer Segmentation: Python, Scikit-learn, K-means",Machine Learning Engineer:5 months; Data Analyst:6 months,10,Data Scientist
M.Tech,Information Technology,8.06,71.0,87.2,"AWS, Network Administration, SQL","Web Technologies:A,Cloud Computing:B,Computer Networks:C,Database Management Systems:A","Portfolio Website: HTML, CSS, JavaScript, Tailwind; Task Management App: React, Redux, Firebase",DevOps Engineer:1 months; DevOps Engineer:1 months,2,Software Engineer
MCA,Information Technology,8.85,75.4,72.2,"SQL, Network Administration, Linux, AWS","Database Management Systems:A-,Cloud Computing:C,Cyber Security:B+","E-commerce API: Node.js, Express, MongoDB",DevOps Engineer:1 months; Software Developer:6 months,6,Frontend Developer
BBA,Marketing,8.33,82.2,77.4,"Content Strategy, SEO, Social Media, Google Analytics","Digital Marketing:C,Marketing Management:A-,Market Research:A","DevOps Pipeline: Jenkins, Docker, Kubernetes; Task Management App: React, Redux, Firebase",DevOps Engineer:2 months; DevOps Engineer:1 months,7,Marketing Specialist
